,poi_id,sg_id,placekey,parent_placekey,name,brands,top_category,sub_category,naics,lat,lon,address,city,region,zipcode,is_shared_polygon,has_parking_lot,is_synthetic,area_sqft
1502077,1502077,,zzw-222@8gk-tdp-b8v,zzw-222@8gk-tdn-v9f,Alabama Airport Parking,,Other Personal Services,Parking Lots and Garages,812930,33.54922,-86.756096,5333 Messer Airport Hwy,Birmingham,AL,35212,,,,
1502273,1502273,,226-222@8gk-tth-8vz,,Williams Food,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.49734,-86.83504,12 1st Ave SW,Birmingham,AL,35211,,,,
1504021,1504021,,228-222@8gk-tcz-wtv,,Mount Hebron Baptist Church,,Religious Organizations,Religious Organizations,813110,33.541016,-86.828514,1620 24th Ave N,Birmingham,AL,35204,,,,
1504078,1504078,,228-224@8gk-tv4-f75,22b-222@8gk-tv4-f75,Pitney Bowes,,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,453210,33.51838,-86.80975,1901 6th Ave N,Birmingham,AL,35203,,,,
1505903,1505903,,222-223@8gk-t8p-nnq,,Pear Tree Inn,Pear Tree Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,33.440956,-86.724525,3510 Grandview Pkwy,Birmingham,AL,35243,,,,
1506920,1506920,,zzy-222@8gk-tc2-vfz,,Legacy Community Fcu,,Depository Credit Intermediation,Commercial Banking,522110,33.605762,-86.68955,Greystone,Birmingham,AL,35242,,,,
1508879,1508879,,zzw-222@8gk-tds-mff,,New Beginning Christian Ministry,,Child Day Care Services,Child Day Care Services,624410,33.558685,-86.73201,7404 1st Ave N,Birmingham,AL,35206,,,,
1509259,1509259,,22c-222@8gk-tvb-ckf,,Saint Mark Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.499027,-86.82333,468 Kappa Ave S,Birmingham,AL,35205,,,,
1509459,1509459,,223-223@8gk-tv4-k2k,,Biomat USA,Biomat USA,Other Ambulatory Health Care Services,Blood and Organ Banks,621991,33.51051,-86.800804,2101 3rd Ave S,Birmingham,AL,35233,,,,
1509992,1509992,,222-222@8gk-tc3-nwk,,America's First Federal Credit Union,,Depository Credit Intermediation,Credit Unions,522130,33.599174,-86.694046,724 Crow Dr,Birmingham,AL,35215,,,,
1510560,1510560,,226-222@8gk-t8q-54v,,Air Engineers LLC Corporate Office,,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,33.43195,-86.66247,7279 Cahaba Valley Rd,Birmingham,AL,35242,,,,
1513622,1513622,,222-222@8gk-tsy-8y9,,Hooters,Hooters,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.44309,-86.82933,1278 Oak Grove Rd,Birmingham,AL,35209,,,,
1514040,1514040,,223-225@8gk-tv4-yy9,,Fee Only Planning Professionals,,Other Financial Investment Activities,Investment Advice,523930,33.50919,-86.75729,3940 Montclair Rd,Birmingham,AL,35213,,,,
1519320,1519320,,225-222@8gk-ttz-wrk,,Rojo,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.50603,-86.78092,2921 Highland Ave S,Birmingham,AL,35205,,,,
1521524,1521524,,226-222@8gk-ttq-snq,224-222@8gk-ttq-sdv,Aveda,Aveda,Technical and Trade Schools,Cosmetology and Barber Schools,611511,33.447983,-86.73246,214 Summit Blvd Ste 100,Birmingham,AL,35243,,,,
1522406,1522406,,226-222@8gm-95f-99f,,Supreme Car Wash,,Automotive Repair and Maintenance,Car Washes,811192,33.538754,-86.879425,204 Dugan Ave,Birmingham,AL,35214,,,,
1524599,1524599,,225-223@8gk-tv2-2rk,,Electra,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.51078,-86.7907,620 27th St S,Birmingham,AL,35233,,,,
1525876,1525876,,224-222@8gk-tc3-fxq,,Public Storage,Public Storage,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130,33.613335,-86.68883,1120 Huffman Rd,Birmingham,AL,35215,,,,
1525942,1525942,,224-222@8gk-tv2-6ff,,Red Mountain Church,,Religious Organizations,Religious Organizations,813110,33.511253,-86.7879,2829 7th Ave S,Birmingham,AL,35233,,,,
1526315,1526315,,zzw-222@8gk-tdr-j5f,,Chevron,Chevron,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.55969,-86.725845,125 Oporto Madrid Blvd N,Birmingham,AL,35206,,,,
1527222,1527222,,zzw-225@8gk-tv2-5j9,zzw-222@8gk-ttz-vvf,St Vincent's Home Medical Services,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.50854,-86.78993,805 Saint Vincents Dr,Birmingham,AL,35205,,,,
1530154,1530154,,zzy-222@8gk-tcq-wtv,222-222@8gk-tcq-wtv,Windwood Baptist Christian Fellowship Ch,,Child Day Care Services,Child Day Care Services,624410,33.631275,-86.72637,2974 Windwood Road,Birmingham,AL,35215,,,,
1530543,1530543,,226-227@8gk-ttw-xbk,,Sanjeev S Hasabnis DO FACC,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.43661,-86.73236,3980 Colonnade Pkwy,Birmingham,AL,35243,,,,
1531660,1531660,,225-223@8gk-tv7-jqf,,BP,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.515026,-86.77438,3800 Clairmont Ave S,Birmingham,AL,35222,,,,
1535512,1535512,,222-223@8gk-tdp-dvz,zzw-222@8gk-tdn-v9f,Gateway Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.545525,-86.7577,5201 Messer Airport Hwy,Birmingham,AL,35212,,,,
1536562,1536562,,22b-223@8gk-t8y-r6k,,Lantis Nails,,Personal Care Services,Nail Salons,812113,33.528175,-86.7175,1680 Montclair Rd,Birmingham,AL,35210,,,,
1537937,1537937,,22g-222@8gk-tv2-w8v,,Phone Clinic,,Electronic and Precision Equipment Repair and Maintenance,Consumer Electronics Repair and Maintenance,811211,33.501328,-86.7965,1021 20th St S,Birmingham,AL,35205,,,,
1537951,1537951,,229-222@8gk-tdz-rrk,222-223@8gk-t8y-v4v,Ross Stores,Ross Stores,Department Stores,Department Stores,452210,33.528133,-86.72229,1616 Montclair Rd,Birmingham,AL,35210,,,,
1539050,1539050,,223-22d@8gk-t8w-jvz,,Lozano Richard L MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.517826,-86.743515,924 Montclair Rd,Birmingham,AL,35213,,,,
1540370,1540370,,222-222@8gk-tt7-649,,Azteca Towing LLC,,Support Activities for Road Transportation,Motor Vehicle Towing,488410,33.503246,-86.84775,105 Princeton Pkwy SW,Birmingham,AL,35211,,,,
1540745,1540745,,222-223@8gk-ttn-zxq,,Stephen Kowalski Md,,Offices of Physicians,"Offices of Physicians, Mental Health Specialists",621112,33.47374,-86.764595,3300 Cahaba Rd,Birmingham,AL,35223,,,,
1543408,1543408,,22b-222@8gk-tv2-w8v,,Hush,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.50151,-86.796165,2012 Magnolia Ave S,Birmingham,AL,35205,,,,
1544323,1544323,,222-222@8gk-tth-cwk,,A & S Bail Bonding,,Other Personal Services,All Other Personal Services,812990,33.49684,-86.82251,422 6th Ave S,Birmingham,AL,35205,,,,
1544763,1544763,,222-222@8gk-tmw-vcq,222-223@8gk-tmw-v4v,Southern Skies Dermatology And Surgery,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.5964,-86.66781,48 Medical Park Dr E Ste 458,Birmingham,AL,35235,,,,
1545870,1545870,,222-222@8gk-tc3-66k,zzw-222@8gk-tc3-66k,Rent-A-Center,Rent-A-Center,General Rental Centers,General Rental Centers,532310,33.609905,-86.68513,1131 Huffman Rd,Birmingham,AL,35215,,,,
1547262,1547262,,224-222@8gk-tcs-rx5,,Star Beauty Supply,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,33.5533,-86.817635,2620 31st Ave N,Birmingham,AL,35207,,,,
1548785,1548785,,zzy-222@8gk-tcs-rx5,,God's Little Lambs Church,,Child Day Care Services,Child Day Care Services,624410,33.55327,-86.81749,2622 31st Ave N,Birmingham,AL,35207,,,,
1549073,1549073,,222-222@8gk-tc9-35z,,Cash America,Cash America,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298,33.592392,-86.69672,9416 Parkway E,Birmingham,AL,35215,,,,
1550150,1550150,,226-222@8gk-tv4-649,zzw-22h@8gk-tv4-5xq,DreamWork Financial Group,,Other Financial Investment Activities,Investment Advice,523930,33.517715,-86.80835,420 20th St N Ste 2200,Birmingham,AL,35203,,,,
1551509,1551509,,22b-222@8gk-t8y-r6k,,Vape Loft,,Other Miscellaneous Store Retailers,Tobacco Stores,453991,33.528156,-86.71754,1680 Montclair Rd,Birmingham,AL,35210,,,,
1551757,1551757,,223-222@8gk-tv2-5pv,,Patillo Balance And Hearing Center,,Other Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,621999,33.51168,-86.793564,2523 5th Ave S,Birmingham,AL,35233,,,,
1554538,1554538,,226-22b@8gk-ttw-xbk,,Luiz Pinheiro MD FACC,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.436573,-86.732346,3980 Colonnade Pkwy,Birmingham,AL,35243,,,,
1554583,1554583,,226-222@8gk-tc3-nt9,,Master Quote Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.598297,-86.69273,9617 Parkway E Ste B,Birmingham,AL,35215,,,,
1558931,1558931,,zzw-222@8gk-tqv-4jv,,Cahaba Valley Learning Center,,Child Day Care Services,Child Day Care Services,624410,33.36886,-86.66352,151 Narrows Pkwy,Birmingham,AL,35242,,,,
1559682,1559682,,223-222@8gk-tv9-hkf,,Tortugas Pizza,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.50685,-86.81257,1304 2nd Ave S,Birmingham,AL,35233,,,,
1560426,1560426,,226-222@8gk-tv9-pqf,,Formaggio's Italian Bistro,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.50001,-86.800705,1713 10th Ave S,Birmingham,AL,35205,,,,
1561362,1561362,,223-223@8gk-tmq-92k,,The Perfect Place Cc Learning Ctr,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.61404,-86.67694,1129 Springville Rd,Birmingham,AL,35215,,,,
1565530,1565530,,226-222@8gk-ttz-xt9,,J & M Tank Lines,,Rail Transportation,Line-Haul Railroads,482111,33.50147,-86.785706,700 Milner Dr,Birmingham,AL,35214,,,,
1566105,1566105,,zzw-223@8gk-tv2-xbk,,All Tax Now,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.50423,-86.79225,1025 23rd St S,Birmingham,AL,35205,,,,
1566897,1566897,,zzw-222@8gk-tc9-qpv,zzw-222@8gk-tc9-qmk,DTR/VILLA,DTR/VILLA,Clothing Stores,Family Clothing Stores,448140,33.5879,-86.7035,9150 Parkway E Ste 300 Ste 300,Birmingham,AL,35206,,,,
1567229,1567229,,226-224@8gk-tv3-grk,,The Roof,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.518604,-86.806274,2101 5th Ave N,Birmingham,AL,35203,,,,
1569524,1569524,,zzw-223@8gk-tdy-94v,zzw-222@8gk-tdy-94v,Jcceo Kingston Head Start Center,,Child Day Care Services,Child Day Care Services,624410,33.537,-86.768135,801 46th Street North,Birmingham,AL,35212,,,,
1569795,1569795,,226-222@8gk-t8y-3nq,,3D Air Services,,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,33.504707,-86.70431,4739 Quarter Staff Rd,Birmingham,AL,35223,,,,
1571978,1571978,,zzw-22f@8gk-tv4-5xq,zzw-22h@8gk-tv4-5xq,Window Universe,,"Foundation, Structure, and Building Exterior Contractors",Glass and Glazing Contractors,238150,33.5176,-86.80847,420 20th St N Ste 2200,Birmingham,AL,35203,,,,
1573772,1573772,,223-222@8gk-ttx-bc5,,Delta Dental Insurance Company,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.43679,-86.72455,2 Perimeter Park S Ste 440W,Birmingham,AL,35243,,,,
1575051,1575051,,22f-222@8gk-tct-3nq,,Livelystone Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.558994,-86.80467,3421 31st Pl N,Birmingham,AL,35207,,,,
1576050,1576050,,zzw-222@8gk-tnd-v9f,,Brewster Road Baptist Church,,Religious Organizations,Religious Organizations,813110,33.624268,-86.65599,1661 Brewster Rd,Birmingham,AL,35235,,,,
1580997,1580997,,zzw-224@8gk-tv2-qmk,,Local Source Market & Grocery,,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.49738,-86.79293,2009 15th Ave S,Birmingham,AL,35205,,,,
1581039,1581039,,228-222@8gk-tvw-fs5,,First Baptist Church of Powderly,,Religious Organizations,Religious Organizations,813110,33.465717,-86.879105,2801 Dawson Ave SW,Birmingham,AL,35211,,,,
1581314,1581314,,zzw-222@8gk-tv2-wzf,,Hilton International,Hilton International,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,33.504223,-86.799255,808 20th St S,Birmingham,AL,35205,,,,
1582193,1582193,,zzw-224@8gk-t8z-mff,,Brookwood Primary Care Crestline Park,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.521908,-86.72722,4500 Montevallo Rd Ste E101,Birmingham,AL,35210,,,,
1584574,1584574,,225-222@8gk-tt9-dqf,,State Farm,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.51796,-86.81758,1429 Reverend Abraham Woods Jr Blvd,Birmingham,AL,35203,,,,
1586438,1586438,,zzy-222@8gk-td2-wff,,SP Parking,,Other Personal Services,Parking Lots and Garages,812930,33.526394,-86.81378,1958 11th Avenue North,Birmingham,AL,35203,,,,
1588540,1588540,,225-222@8gk-tdx-jd9,,Jerry's Kwik Shop In,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.543697,-86.761894,4926 Richard Arrington Jr Blvd N,Birmingham,AL,35212,,,,
1589942,1589942,,227-222@8gk-tv9-qzz,,Little Italy's Pizza & Pints,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.50057,-86.796875,1924 11th Ave S,Birmingham,AL,35205,,,,
1590532,1590532,,zzw-222@8gk-tc2-wrk,,Going Elem Sch Magnet,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.605553,-86.68582,1015 N Martinwood Dr,Birmingham,AL,35235,,,,
1591961,1591961,,zzw-222@8gk-tv7-kfz,,The Brown Derby,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.51842,-86.77796,3630 6th Ave S,Birmingham,AL,35222,,,,
1593847,1593847,,224-222@8gk-t8w-h89,,Nephrology Associates PC,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.51732,-86.7468,880 Montclair Rd Ste 485,Birmingham,AL,35213,,,,
1594223,1594223,,223-224@8gk-tv7-j5f,,Spring Street Bar & Grill,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.523083,-86.77309,4100 4th Ave S,Birmingham,AL,35222,,,,
1594470,1594470,,zzw-222@8gk-tmv-rx5,zzw-222@8gk-tmv-s89,McGregor Greyhound Welfare Center,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.575363,-86.65999,1000 John Rogers Dr,Birmingham,AL,35210,,,,
1595999,1595999,,227-222@8gk-tv9-y9z,226-222@8gk-tv9-xyv,Falafel cafe,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.50831,-86.80316,401 19th St S Ste 100,Birmingham,AL,35233,,,,
1599546,1599546,,zzz-222@8gm-96x-s89,,Wylam,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.502182,-86.91517,1101 Detroit St,Birmingham,AL,35224,,,,
1602250,1602250,,224-222@8gk-tv2-mc5,,Jody Gottlieb PhD,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,33.49856,-86.78997,1400 21st Way S,Birmingham,AL,35205,,,,
1602380,1602380,,224-222@8gk-tv4-66k,,Wee Care Academy Downtown D,,Child Day Care Services,Child Day Care Services,624410,33.515877,-86.80957,1815 4th Ave N,Birmingham,AL,35203,,,,
1603258,1603258,,zzy-222@8gk-tqp-9fz,,Running With Scissors,,Personal Care Services,Beauty Salons,812112,33.405315,-86.66475,5510 Us 280 Ste 204,Birmingham,AL,35242,,,,
1605378,1605378,,222-222@8gk-tt9-gp9,,Allstate Insurance,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.51283,-86.815056,1400 3rd Ave N Ste 280,Birmingham,AL,35203,,,,
1605854,1605854,,zzw-222@8gk-tsx-brk,,Custom Fit Therapeutic Massage,,Personal Care Services,Other Personal Care Services,812199,33.473545,-86.821495,201 Beacon Pkwy W Ste 110,Birmingham,AL,35209,,,,
1606246,1606246,,222-222@8gk-tvh-hwk,,Hand In Hand Early Learning Program,,Child Day Care Services,Child Day Care Services,624410,33.43086,-86.87656,120 Oslo Cir,Birmingham,AL,35211,,,,
1606480,1606480,,zzw-222@8gk-tc9-syv,zzw-222@8gk-tc9-qmk,Harbor Freight Tools,Harbor Freight Tools,Building Material and Supplies Dealers,Hardware Stores,444130,33.5866,-86.70353,9120 Parkway E Ste A,Birmingham,AL,35206,,,,
1608000,1608000,,zzw-222@8gm-96x-g6k,,Greater Emmanuel Community Church,,Child Day Care Services,Child Day Care Services,624410,33.50457,-86.92137,800 Huron St,Birmingham,AL,35224,,,,
1608685,1608685,,226-222@8gk-tw4-bff,,Feed My Sheep Outreach Ministries Inc,,Religious Organizations,Religious Organizations,813110,33.445515,-86.88623,3226 Grasselli Ave SW,Birmingham,AL,35211,,,,
1610056,1610056,,225-224@8gk-tv2-6p9,zzw-228@8gk-ttz-w49,James A Flanagan MD Andrews Sports Medicine,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.50887,-86.78796,805 Saint Vincents Dr,Birmingham,AL,35205,,,,
1610597,1610597,,223-222@8gk-ttx-g6k,224-222@8gk-ttq-sdv,The Woodhouse Day Spa,The Woodhouse Day Spa,Personal Care Services,Other Personal Care Services,812199,33.445892,-86.73123,125 Summit Blvd,Birmingham,AL,35243,,,,
1611368,1611368,,zzz-222@8gk-tn4-x5z,,East Pinson Valley Community Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.660534,-86.70449,2601 Carson Rd,Birmingham,AL,35215,,,,
1612769,1612769,,zzw-223@8gk-ttd-yqf,,Rivers of Living Water,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233,33.483547,-86.870056,309 20th St SW,Birmingham,AL,35211,,,,
1614384,1614384,,226-222@8gk-tv5-9mk,,Kirchner John S MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.512108,-86.75195,720 Montclair Rd Ste 200,Birmingham,AL,35213,,,,
1615283,1615283,,227-224@8gk-ttg-b8v,,Pizza Hut,Pizza Hut,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.49437,-86.87941,2145 Bessemer Rd,Birmingham,AL,35208,,,,
1615388,1615388,,223-222@8gk-tt2-99f,,WORLDPAC,WORLDPAC,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,423120,33.443207,-86.84654,240 Oxmoor Ct Ste 260,Birmingham,AL,35209,,,,
1616549,1616549,,zzw-222@8gk-tc3-rrk,,Five Mile Presbyterian Church,,Religious Organizations,Religious Organizations,813110,33.611725,-86.6994,1137 Five Mile Rd,Birmingham,AL,35215,,,,
1616744,1616744,,224-225@8gk-t8w-8sq,224-223@8gk-t8w-8sq,Light Of Hope Church Of God,,Child Day Care Services,Child Day Care Services,624410,33.52116,-86.727425,4500 Montevallo Rd,Birmingham,AL,35210,,,,
1617144,1617144,,223-222@8gk-tvx-q9f,,Green Acres Middle Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.47072,-86.89726,1220 67th St W,Birmingham,AL,35228,,,,
1618663,1618663,,229-222@8gk-ttd-qvf,,Cluck A Wing,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.481148,-86.85962,1720 Dennison Ave SW,Birmingham,AL,35211,,,,
1619135,1619135,,223-222@8gk-tdx-jd9,223-223@8gk-tdx-jd9,La Catrina,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.54401,-86.76091,5000 Richard Arrington Jr Blvd N,Birmingham,AL,35212,,,,
1620959,1620959,,226-222@8gk-ttx-g49,224-222@8gk-ttq-sdv,Louis Vuitton International,Louis Vuitton International,Clothing Stores,Family Clothing Stores,448140,33.445045,-86.7309,129 Summit Blvd,Birmingham,AL,35243,,,,
1621072,1621072,,228-222@8gk-tdr-mkz,,Ruby Cafe,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.561195,-86.724014,7763 2nd Ave S,Birmingham,AL,35206,,,,
1621322,1621322,,zzw-222@8gk-tv7-4y9,,Alabama Central Credit Union,,Depository Credit Intermediation,Credit Unions,522130,33.519505,-86.77974,3601 4th Ave S,Birmingham,AL,35222,,,,
1621623,1621623,,227-222@8gm-9nm-y5f,,First Baptist Church of Roosevelt,,Religious Organizations,Religious Organizations,813110,33.441692,-86.930984,6012 Malcolm Ave,Birmingham,AL,35020,,,,
