,poi_id,sg_id,placekey,parent_placekey,name,brands,top_category,sub_category,naics,lat,lon,address,city,region,zipcode,is_shared_polygon,has_parking_lot,is_synthetic,area_sqft
6146205,6146205,,222-223@8gk-tss-rff,zzw-222@8gk-tss-rff,McDonald's,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.48013,-86.84005,801 Dennison Ave SW,Birmingham,AL,35211,,,,
6147476,6147476,,22b-222@8gk-tt9-qvf,,Etheridge Brothers Barber & Style,,Personal Care Services,Barber Shops,812111,33.511013,-86.83589,3 Graymont Ave N,Birmingham,AL,35204,,,,
6148971,6148971,,zzw-223@8gk-tv2-w49,,Children's of Alabama Human Resources,,Clothing Stores,Children's and Infants' Clothing Stores,448130,33.501945,-86.79502,2101 Magnolia Ave S Ste 200,Birmingham,AL,35205,,,,
6149115,6149115,,222-223@8gk-tv2-wzf,zzw-222@8gk-tv9-xh5,Uab Health System,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.5045,-86.80015,1900 University Blvd,Birmingham,AL,35233,,,,
6149249,6149249,,224-222@8gk-t8p-pd9,222-222@8gk-t8p-pd9,Bruno Capital Management Corporation,,Other Financial Investment Activities,Investment Advice,523930,33.4385,-86.71625,100 Grandview Pl Ste 500,Birmingham,AL,35243,,,,
6149336,6149336,,zzw-223@8gk-td2-33q,,Carraway Clinics,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.536003,-86.81063,1600 Carraway Blvd,Birmingham,AL,35234,,,,
6154471,6154471,,223-227@8gk-tv4-5xq,zzw-22h@8gk-tv4-5xq,Illalife Musik Group,,Sound Recording Industries,Sound Recording Studios,512240,33.517624,-86.808495,420 20th St N,Birmingham,AL,35203,,,,
6157333,6157333,,228-222@8gk-tv2-3bk,,Ona's Music Room,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.515923,-86.79189,2801 2nd Ave S Ste C,Birmingham,AL,35233,,,,
6158672,6158672,,227-222@8gk-tv7-k9f,,Davis Wholesale Florist,,Florists,Florists,453110,33.518555,-86.77899,3601 5th Ave S,Birmingham,AL,35222,,,,
6158870,6158870,,224-224@8gk-tt7-835,223-226@8gk-tt7-6kz,Buggs Throdis Jr MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.498566,-86.846,817 Princeton Ave SW Ste 108,Birmingham,AL,35211,,,,
6159717,6159717,,229-223@8gk-tv2-6kz,,On Tap Sports Cafe,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.510845,-86.78599,737 29th St S,Birmingham,AL,35233,,,,
6162813,6162813,,zzw-223@8gk-tv2-pgk,,Good Neighbor Body Art,,Personal Care Services,Other Personal Care Services,812199,33.501434,-86.7908,2222 Highland Ave S,Birmingham,AL,35205,,,,
6164143,6164143,,zzw-222@8gk-tv8-hh5,,Greer Capital Advisors,,Other Financial Investment Activities,Investment Advice,523930,33.489395,-86.78778,2200 Woodcrest Pl Ste 309,Birmingham,AL,35209,,,,
6164413,6164413,,zzw-222@8gk-tv2-fvf,,Leslea Shamp PT DScPT,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,33.512672,-86.783005,720 32nd St S,Birmingham,AL,35233,,,,
6165230,6165230,,222-222@8gk-t8m-kj9,223-223@8gk-t8m-kmk,OfficeMax,OfficeMax,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,453210,33.42214,-86.68435,5275 Highway 280 Ste 101,Birmingham,AL,35242,,,,
6165512,6165512,,222-222@8gm-972-q75,,United States Postal Service (USPS),United States Postal Service (USPS),Postal Service,Postal Service,491110,33.513035,-86.89373,700 18th Street Ensley,Birmingham,AL,35218,,,,
6166407,6166407,,zzy-223@8gk-tcz-vpv,,Twenty Fifth Avenue Baptist Church,,Religious Organizations,Religious Organizations,813110,33.54429,-86.82272,2100 25th Ct N,Birmingham,AL,35234,,,,
6166565,6166565,,223-222@8gk-tv7-6hq,,Lakeveiew Personal Fitness,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.51628,-86.787384,3020 4th Ave S,Birmingham,AL,35233,,,,
6166821,6166821,,22c-224@8gk-ttd-3kf,,New Generation Apostolic Church,,Religious Organizations,Religious Organizations,813110,33.485367,-86.856186,1101 15th Way SW,Birmingham,AL,35211,,,,
6167499,6167499,,225-222@8gk-tdw-hh5,,Mt Moriah Full Gospel Baptist Church Inc,,Religious Organizations,Religious Organizations,813110,33.53218,-86.76218,4801 Powell Ave S,Birmingham,AL,35222,,,,
6168794,6168794,,zzw-222@8gk-ttd-hh5,,Cadillac Service,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.494705,-86.85178,1136 Tuscaloosa Ave SW,Birmingham,AL,35211,,,,
6169543,6169543,,225-222@8gk-tv6-qfz,,Words Of Restoration Ministries,,Religious Organizations,Religious Organizations,813110,33.52548,-86.77206,4221 2nd Ave S,Birmingham,AL,35222,,,,
6170588,6170588,,zzw-222@8gk-t8y-rrk,,Lovelady Thrift Store,,Used Merchandise Stores,Used Merchandise Stores,453310,33.53251,-86.718666,7720 Ludington Ln,Birmingham,AL,35210,,,,
6170710,6170710,,223-222@8gk-tqp-99f,,Reef Life Aquariums,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.4058,-86.662964,5511 Highway 280 Ste 310,Birmingham,AL,35242,,,,
6171489,6171489,,228-222@8gk-tv3-fvf,,Infinity Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.5185,-86.80399,2201 4th Ave N,Birmingham,AL,35203,,,,
6171648,6171648,,222-225@8gk-ttx-bhq,,Eyecare Associates,,Health and Personal Care Stores,Optical Goods Stores,446130,33.437435,-86.72391,1 Perimeter Park S Ste 155S,Birmingham,AL,35243,,,,
6171662,6171662,,224-222@8gk-tmx-g6k,,New Life United,,Religious Organizations,Religious Organizations,813110,33.583965,-86.66327,2838 Ruffner Rd,Birmingham,AL,35210,,,,
6172790,6172790,,zzw-224@8gk-tcz-x3q,,T & K Nails,,Personal Care Services,Nail Salons,812113,33.54152,-86.827225,1712 Finley Blvd,Birmingham,AL,35204,,,,
6173823,6173823,,222-222@8gk-t75-ysq,,Banks Middle School,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.57227,-86.70595,721 86th St S,Birmingham,AL,35206,,,,
6177938,6177938,,zzw-223@8gk-tv2-xnq,,Renal Care Group,,Outpatient Care Centers,Kidney Dialysis Centers,621492,33.503,-86.794334,2131 Magnolia Ave S Ste 100,Birmingham,AL,35205,,,,
6178012,6178012,,zzw-222@8gk-tc3-kcq,,Parkway Discount Drugs,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,33.600536,-86.691246,9709 Parkway E Ste F,Birmingham,AL,35215,,,,
6179484,6179484,,222-223@8gk-tmv-8sq,222-222@8gk-tmv-8sq,UHS (Universal Health Services Inc),UHS (Universal Health Services Inc),Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.58445,-86.646255,1221 Alton Dr,Birmingham,AL,35210,,,,
6183577,6183577,,222-222@8gk-tv4-bff,,Birmingham Museum Of Art,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,33.52199,-86.8103,2000 Reverend Abraham Woods Jr Blvd,Birmingham,AL,35203,,,,
6183875,6183875,,222-222@8gk-tcz-yd9,,Sunoco,Sunoco,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.542957,-86.82441,1920 Finley Blvd,Birmingham,AL,35234,,,,
6185321,6185321,,222-222@8gk-ttw-xwk,,Fairfield Inn & Suites by Marriott,Fairfield Inn & Suites by Marriott,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,33.437687,-86.73413,3930 Colonnade Pkwy,Birmingham,AL,35243,,,,
6186022,6186022,,223-222@8gk-tv9-j5f,,Omega Realty Group,,Activities Related to Real Estate,Residential Property Managers,531311,33.509506,-86.81781,110 12th St N,Birmingham,AL,35203,,,,
6187985,6187985,,223-222@8gk-t8w-h89,,Pulmonary Associates of the Southeast PC,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.51738,-86.74683,880 Montclair Rd Ste 270,Birmingham,AL,35213,,,,
6188370,6188370,,22c-222@8gk-ttx-pqf,,Weiss Jack P DMD,,Offices of Dentists,Offices of Dentists,621210,33.43221,-86.73755,4704 Cahaba River Rd Ste D,Birmingham,AL,35243,,,,
6189200,6189200,,zzw-222@8gk-tv9-qpv,,UAB The Commons on the Green,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.500156,-86.80427,900 16th St,Birmingham,AL,35228,,,,
6189299,6189299,,zzw-222@8gk-tct-whq,,North Birmingham Family Haircare,,Personal Care Services,Barber Shops,812111,33.551086,-86.81727,2604 29th Ave N,Birmingham,AL,35207,,,,
6191752,6191752,,zzw-226@8gk-tc9-26k,zzw-222@8gk-tc9-26k,Jackson Hewitt Tax Service,Jackson Hewitt Tax Service,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.590206,-86.700424,9248 Parkway E,Birmingham,AL,35206,,,,
6195161,6195161,,22h-222@8gk-tth-hwk,,Broad Street Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.50178,-86.832214,121 Morris Ave,Birmingham,AL,35204,,,,
6196582,6196582,,225-222@8gk-tv3-k4v,,St James Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.53145,-86.81054,1300 24th St N,Birmingham,AL,35234,,,,
6196761,6196761,,228-222@8gk-tpy-kxq,,Axiom Tax Resolution Group,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.383415,-86.73151,1900 Providence Park Ste 100,Birmingham,AL,35242,,,,
6197536,6197536,,223-224@8gk-tv9-xt9,,Cathedral Day Care Center,,Child Day Care Services,Child Day Care Services,624410,33.509274,-86.803665,307 19th St S,Birmingham,AL,35233,,,,
6198887,6198887,,224-222@8gk-tsx-9j9,,NAPA Auto Parts,NAPA Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.47101,-86.82255,321 Valley Ave,Birmingham,AL,35209,,,,
6200551,6200551,,222-222@8gk-t8w-kvf,,Powell James O Dr Phys,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.51507,-86.74706,840 Montclair Rd,Birmingham,AL,35213,,,,
6201678,6201678,,227-226@8gk-tt7-835,223-226@8gk-tt7-6kz,Christopher Old MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.498524,-86.84552,817 Princeton Ave SW,Birmingham,AL,35211,,,,
6207313,6207313,,223-222@8gk-tpx-j7q,,Veterinary Specialists of Birmingham,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940,33.42668,-86.708435,146 Resource Center Pkwy,Birmingham,AL,35242,,,,
6208094,6208094,,222-222@8gk-tqp-6zf,,EDWARDS CHEVROLET 280 INC,Chevrolet,Automobile Dealers,New Car Dealers,441110,33.408028,-86.662506,5499 Highway 280,Birmingham,AL,35242,,,,
6208428,6208428,,zzw-227@8gk-tv4-575,,PNC Wealth Management,,Other Financial Investment Activities,Investment Advice,523930,33.513866,-86.80566,1927 1st Ave N,Birmingham,AL,35203,,,,
6208712,6208712,,zzw-222@8gk-tss-qcq,,Advance Auto Parts,Advance Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.480183,-86.84385,901 Dennison Ave SW,Birmingham,AL,35211,,,,
6208893,6208893,,223-222@8gk-ttf-wrk,,Econo Metal & Supply,,Automotive Repair and Maintenance,Automotive Transmission Repair,811113,33.500816,-86.86783,2912 Lomb Ave,Birmingham,AL,35208,,,,
6209728,6209728,,222-222@8gk-tmw-ty9,222-223@8gk-tmw-v4v,Ascension Health,Ascension Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.59647,-86.667625,46 Medical Park Dr E,Birmingham,AL,35235,,,,
6212292,6212292,,228-222@8gk-tdp-2zf,,Ensley's Seafood,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.551704,-86.73779,6805 1st Ave N,Birmingham,AL,35206,,,,
6215692,6215692,,223-222@8gk-t8y-vcq,,Arby's,Arby's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.530342,-86.71962,7755 Crestwood Blvd,Birmingham,AL,35210,,,,
6219042,6219042,,zzw-222@8gk-tv2-wc5,zzw-223@8gk-tv9-rtv,Makarios,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.50201,-86.797585,940 20th St S,Birmingham,AL,35205,,,,
6219540,6219540,,222-222@8gk-tdq-68v,,1 800 Radiator Birmingham,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.567753,-86.7661,4601 Inglenook Ln,Birmingham,AL,35217,,,,
6219653,6219653,,222-224@8gk-t8y-tjv,,PNC Financial Services,PNC Financial Services,Depository Credit Intermediation,Commercial Banking,522110,33.52743,-86.71817,1668 Montclair Rd,Birmingham,AL,35210,,,,
6220279,6220279,,zzw-222@8gk-tct-cnq,,Pilot Flying J,Pilot Flying J,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.564037,-86.80939,224 41st Ave N,Birmingham,AL,35207,,,,
6221047,6221047,,223-222@8gk-tct-7t9,,New Start Covenant Of Grace Church,,Child Day Care Services,Child Day Care Services,624410,33.564247,-86.81289,2873 41st Ave N,Birmingham,AL,35207,,,,
6221969,6221969,,224-222@8gk-tv2-4sq,,Ignite Cycle,,"Coating, Engraving, Heat Treating, and Allied Activities","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",332812,33.515934,-86.790504,224 29th St S,Birmingham,AL,35233,,,,
6223235,6223235,,229-222@8gm-95f-z2k,,Saint John's Baptist Church,,Religious Organizations,Religious Organizations,813110,33.531013,-86.88574,521 4th St,Birmingham,AL,35214,,,,
6224724,6224724,,226-222@8gk-t8z-gtv,,State Farm,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.523884,-86.722694,4628 Montevallo Rd Ste 202A,Birmingham,AL,35210,,,,
6224918,6224918,,228-226@8gk-ttz-w49,zzw-228@8gk-ttz-w49,Roebuck Morris L MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.508537,-86.78765,833 Saint Vincents Dr,Birmingham,AL,35205,,,,
6225029,6225029,,zzw-222@8gk-td5-7qz,,SA Recycling,,Remediation and Other Waste Management Services,Materials Recovery Facilities,562920,33.549946,-86.78909,2020 Vanderbilt Rd,Birmingham,AL,35234,,,,
6225164,6225164,,224-222@8gk-tv7-j5f,,Sunoco,Sunoco,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.523247,-86.77389,300 41st St S,Birmingham,AL,35222,,,,
6225764,6225764,,225-222@8gk-tv9-qzz,,SKKY Saturdays,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.500698,-86.796776,1928 11th Ave S,Birmingham,AL,35205,,,,
6226290,6226290,,zzw-222@8gk-tvm-jd9,,C & S Wholesale Grocers,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.440296,-86.85342,400 Industrial Dr,Birmingham,AL,35211,,,,
6228612,6228612,,223-222@8gk-ttb-k9f,,Heavenly Places Church Of God In Christ,,Religious Organizations,Religious Organizations,813110,33.529205,-86.84963,817 21st Ave W,Birmingham,AL,35204,,,,
6229450,6229450,,zzw-224@8gk-tqv-ch5,,Lora Gaxiola DMD Narrows Family Dentistry,,Offices of Dentists,Offices of Dentists,621210,33.37042,-86.667145,194 Narrows Dr Ste 105,Birmingham,AL,35242,,,,
6231438,6231438,,225-225@8gk-ttn-zxq,,Elizabeth Hodges Hawley MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.47374,-86.764565,3300 Cahaba Rd Ste 102,Birmingham,AL,35223,,,,
6231899,6231899,,zzw-222@8gk-tt8-y7q,,Carters Seafood,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.51434,-86.827446,512 Reverend Abraham Woods Jr Blvd,Birmingham,AL,35204,,,,
6236118,6236118,,223-222@8gk-tk5-7yv,,Brown Automotive,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.633026,-86.625916,5841 Service Rd,Birmingham,AL,35235,,,,
6236918,6236918,,222-222@8gk-tds-j35,,Wells Fargo,Wells Fargo,Depository Credit Intermediation,Commercial Banking,522110,33.560154,-86.73059,7524 1st Ave N,Birmingham,AL,35206,,,,
6238131,6238131,,zzw-222@8gk-tv7-g6k,,Spiritual Assembly Of The Bahais Of Birmingham,,Religious Organizations,Religious Organizations,813110,33.519947,-86.77384,600 40th St S,Birmingham,AL,35222,,,,
6238743,6238743,,229-222@8gk-tth-mp9,,South Elyton Baptist Church,,Religious Organizations,Religious Organizations,813110,33.498283,-86.83159,100 1st St S,Birmingham,AL,35205,,,,
6239131,6239131,,228-222@8gk-tvb-52k,,Club South,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.494694,-86.81373,1102 10th St S,Birmingham,AL,35205,,,,
6240389,6240389,,225-223@8gk-tct-fzz,,You're Special Hair Care & Beauty Salon,,Personal Care Services,Beauty Salons,812112,33.551826,-86.81839,3000 26th St N,Birmingham,AL,35207,,,,
6240698,6240698,,22d-222@8gk-tdr-xbk,,Momentum Victorious Church Inc,,Religious Organizations,Religious Organizations,813110,33.561947,-86.718765,7921 5th Ave S,Birmingham,AL,35206,,,,
6241286,6241286,,22f-222@8gk-tth-h3q,,New Mt Zion Baptist Church,,Religious Organizations,Religious Organizations,813110,33.49966,-86.827995,313 Iota Ave S,Birmingham,AL,35205,,,,
6241481,6241481,,257-222@8gk-tv2-sh5,,Aerochild Tattoo,,Personal Care Services,Other Personal Care Services,812199,33.50461,-86.79377,914 23rd St S,Birmingham,AL,35205,,,,
6243085,6243085,,222-223@8gk-tc8-zpv,,Birmingham Eastern Family Dental Care,,Offices of Dentists,Offices of Dentists,621210,33.59137,-86.70098,524 Red Lane Rd,Birmingham,AL,35215,,,,
6245241,6245241,,zzw-222@8gk-tv7-9cq,,Source One Records Management,,Electronics and Appliance Stores,Electronics Stores,443142,33.529472,-86.79241,3211 Reverend Abraham Woods Jr Blvd,Birmingham,AL,35222,,,,
6245278,6245278,,zzw-224@8gk-tc3-66k,zzw-222@8gk-tc3-66k,Metro by T Mobile Authorized Dealer,,Electronics and Appliance Stores,Electronics Stores,443142,33.609913,-86.6848,1141 Huffman Rd,Birmingham,AL,35215,,,,
6245353,6245353,,225-222@8gk-td4-v9f,,Sacred Heart Church,,Religious Organizations,Religious Organizations,813110,33.550137,-86.79812,3401 27th Ct N,Birmingham,AL,35207,,,,
6245452,6245452,,223-239@8gk-tv9-w8v,zzw-228@8gk-tv9-yqf,Cunningham Russell D MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.504066,-86.80506,1600 7th Ave S,Birmingham,AL,35233,,,,
6247174,6247174,,222-222@8gk-tt6-sh5,,Hong Kong Convenience Store,,Grocery Stores,Convenience Stores,445120,33.504875,-86.85547,1101 3rd Ave W,Birmingham,AL,35204,,,,
6247377,6247377,,225-222@8gk-tv2-389,,Fourth Avenue South Baptist Church,,Religious Organizations,Religious Organizations,813110,33.514248,-86.79186,2720 4th Ave S,Birmingham,AL,35233,,,,
6248217,6248217,,224-225@8gk-tv2-jd9,,Walgreens Pharmacy,Walgreens Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,33.511738,-86.783485,3020 Clairmont Ave S,Birmingham,AL,35205,,,,
6249998,6249998,,zzw-223@8gk-tv2-2kz,,Seeds Coffee Lakeview,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.511635,-86.7883,2808 7th Ave S Ste 105,Birmingham,AL,35233,,,,
6250729,6250729,,222-222@8gk-ttc-mzf,,Wilkerson Middle Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.52315,-86.83873,116 11th Ct W,Birmingham,AL,35204,,,,
6251294,6251294,,zzw-223@8gk-tqp-j5f,,Greystone Tire & Auto,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.412727,-86.66429,5465 Highway 280,Birmingham,AL,35242,,,,
6251848,6251848,,226-222@8gk-tc8-r49,,B& B Realty Group,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,33.58739,-86.69488,315 Gadsden Hwy Ste 205,Birmingham,AL,35235,,,,
6251870,6251870,,222-225@8gk-tvb-kmk,,The Club,,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910,33.48894,-86.800804,1 Robert S Smith Dr,Birmingham,AL,35209,,,,
6253189,6253189,,227-223@8gk-tsx-8qf,zzw-226@8gk-tsx-8vz,Rainbow Shops,Rainbow Shops,Clothing Stores,Family Clothing Stores,448140,33.468803,-86.821045,336 Palisades Blvd,Birmingham,AL,35209,,,,
6254898,6254898,,222-222@8gk-tvw-w49,,Wenonah High Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.454556,-86.8849,2800 Wilson Rd SW,Birmingham,AL,35221,,,,
6256724,6256724,,zzw-222@8gk-td5-hkf,,Family Dollar Stores,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.53323,-86.79985,3001 12th Ave N,Birmingham,AL,35234,,,,
6257790,6257790,,224-222@8gk-tdw-k4v,,JOVE Support Systems,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220,33.53176,-86.76867,4501 Morris Ave,Birmingham,AL,35222,,,,
6258985,6258985,,229-222@8gk-tv2-t9z,,Roll Up,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.506557,-86.79791,707 Richard Arrington Jr Blvd S Ste 102,Birmingham,AL,35233,,,,
6259071,6259071,,222-223@8gk-tmm-tn5,,Hootie's Burger Bar,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.594776,-86.648384,1917 Edwards Lake Rd,Birmingham,AL,35235,,,,
6259095,6259095,,224-222@8gk-t8w-hkf,,Advanced Surgeons PC,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.517204,-86.74768,860 Montclair Rd Ste 600,Birmingham,AL,35213,,,,
6260561,6260561,,zzw-224@8gk-tc3-mp9,,Unique Fashion Boutique,,Clothing Stores,Women's Clothing Stores,448120,33.5977,-86.69521,500 Gene Reed Rd Ste 115,Birmingham,AL,35215,,,,
6261117,6261117,,zzw-222@8gk-t76-jjv,,Ruffner Mountain,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.559536,-86.7074,1214 81st St S,Birmingham,AL,35206,,,,
6265094,6265094,,zzw-224@8gk-tv6-tsq,,Ampersandwich,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.524353,-86.772995,4124 3rd Ave S,Birmingham,AL,35222,,,,
6268761,6268761,,zzw-223@8gk-tdv-6ff,zzw-222@8gk-tdn-v9f,Healthsouth Hanger,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,33.56851,-86.74244,4851 65th Pl N,Birmingham,AL,35206,,,,
6269351,6269351,,225-226@8gk-tv2-mx5,,Blufire Marketing,,"Advertising, Public Relations, and Related Services",,5418,33.500526,-86.791664,2160 Highland Ave S,Birmingham,AL,35205,,,,
6269961,6269961,,224-223@8gk-tsx-hkf,,Christian Missions Church Inc,,Religious Organizations,Religious Organizations,813110,33.481358,-86.824554,2230 Green Springs Hwy S,Birmingham,AL,35205,,,,
6271285,6271285,,zzw-222@8gk-tc9-bp9,,Huffman Middle Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.594845,-86.69329,517 Huffman Rd,Birmingham,AL,35215,,,,
6273342,6273342,,zzw-227@8gk-tv7-zs5,,Little Morocco Skin & Body,,Personal Care Services,Other Personal Care Services,812199,33.49066,-86.793434,1933 Richard Arrington Jr Blvd S Ste 220,Birmingham,AL,35209,,,,
6274354,6274354,,224-223@8gk-tw3-92k,,Shell Oil,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.480133,-86.89602,1316 Bessemer Rd,Birmingham,AL,35208,,,,
6274773,6274773,,227-223@8gk-ttg-b8v,,Coffee Shoppee,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.494373,-86.87943,2145 Bessemer Rd,Birmingham,AL,35208,,,,
6275251,6275251,,zzy-222@8gk-tv2-xkf,,MetLife,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.501907,-86.79328,2191 11th Ct S,Birmingham,AL,35205,,,,
6275689,6275689,,228-222@8gk-ttc-cyv,zzw-222@8gk-ttc-d5f,78 Mini Mall,,Clothing Stores,Women's Clothing Stores,448120,33.531578,-86.85673,1155 Bankhead Hwy W,Birmingham,AL,35204,,,,
6277276,6277276,,zzw-222@8gk-ttg-7nq,,Family Dollar Stores,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.496502,-86.878746,2224 Bessemer Rd,Birmingham,AL,35208,,,,
6278137,6278137,,222-222@8gk-tsx-kpv,,Integrated Solutions,,Electronics and Appliance Stores,Electronics Stores,443142,33.47574,-86.82125,631 Beacon Pkwy W,Birmingham,AL,35209,,,,
6278414,6278414,,225-222@8gk-tv5-g6k,,Healthcare Consulting,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.518646,-86.75376,4913 Clairmont Ave S,Birmingham,AL,35222,,,,
6282317,6282317,,229-222@8gk-tv2-xh5,,Amazing Hands Therapudic Massage,,Other Personal Services,All Other Personal Services,812990,33.504276,-86.792145,1025 23rd St S,Birmingham,AL,35205,,,,
6283160,6283160,,223-222@8gk-tv4-f9f,,Sneaky Pete's Hot Dogs,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.51922,-86.81043,1905 Park Pl,Birmingham,AL,35203,,,,
6283550,6283550,,zzw-227@8gk-tsr-hh5,,Ascension Health,Ascension Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.45109,-86.81209,1 W Lakeshore Dr Ste 301,Birmingham,AL,35209,,,,
6284125,6284125,,zzw-222@8gk-tsx-c3q,zzw-226@8gk-tsx-8vz,City Gear,City Gear,Department Stores,Department Stores,452210,33.468422,-86.821465,324 Palisades Blvd,Birmingham,AL,35209,,,,
6284232,6284232,,224-224@8gk-tt7-7qz,223-226@8gk-tt7-6kz,Harold F Thomas MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.498547,-86.84553,817 Princeton Ave SW Ste 105,Birmingham,AL,35211,,,,
6284872,6284872,,zzw-222@8gk-tv3-fxq,,First Finance,,Nondepository Credit Intermediation,Consumer Lending,522291,33.51597,-86.80555,2018 2nd Ave N,Birmingham,AL,35203,,,,
6285299,6285299,,zzw-222@8gk-tv6-t9z,,Beloved Community Church,,Religious Organizations,Religious Organizations,813110,33.524834,-86.77427,131 41st St S,Birmingham,AL,35222,,,,
6285568,6285568,,227-222@8gk-tv7-gx5,,The Pawms Pet Resort Avondale,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.519386,-86.7786,3626 5th Ave S,Birmingham,AL,35222,,,,
6287026,6287026,,zzw-223@8gk-ttf-xt9,,Auto Customz Unlimited,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,33.50019,-86.86548,1725 Lomb Ave,Birmingham,AL,35208,,,,
